NDC,Medication_Name,Strength,Form,Route,DEA_Class,Simple_Generic_1,Pharm_Class_1,Thera_Class_1
43376035060,"ZOHYDRO ER 50 MG CAPSULE, ORAL ONLY,EXTENDED RELEASE",50 mg,"capsule, oral only, ER 12hr",Oral,C-II,hydrocodone bitartrate,OPIOID ANALGESICS,ANALGESICS
43386035201,HYDROCODONE 7.5 MG-ACETAMINOPHEN 300 MG TABLET,7.5-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
43386035301,HYDROCODONE 10 MG-ACETAMINOPHEN 300 MG TABLET,10-300 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
43386035601,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
43386035610,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
43386035701,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
43386035801,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
43386035810,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
43386054001,"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",15 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
43386054101,"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",30 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
43386054201,"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",60 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
43386054301,"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",100 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
43386054401,"MORPHINE ER 200 MG TABLET,EXTENDED RELEASE",200 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
43386067001,PENTAZOCINE-ACETAMINOPHEN 25 MG-650 MG TABLET,25-650 mg,Tablet,Oral,C-IV,pentazocine HCl/acetaminophen,OPIOID ANALGESICS,ANALGESICS
43386068001,PENTAZOCINE-NALOXONE 50 MG-0.5 MG TABLET,50-0.5 mg,Tablet,Oral,C-IV,pentazocine HCl/naloxone HCl,OPIOID ANALGESICS,ANALGESICS
43386092060,OXYCODONE 20 MG/ML ORAL CONCENTRATE,20 mg/mL,Concentrate,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
46987032211,"KADIAN 20 MG CAPSULE,EXTENDED RELEASE",20 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
46987032311,"KADIAN 50 MG CAPSULE,EXTENDED RELEASE",50 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
46987032411,"KADIAN 100 MG CAPSULE,EXTENDED RELEASE",100 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
46987032511,"KADIAN 30 MG CAPSULE,EXTENDED RELEASE",30 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
46987032611,"KADIAN 60 MG CAPSULE,EXTENDED RELEASE",60 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
46987032711,"KADIAN 40 MG CAPSULE,EXTENDED RELEASE",40 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
46987037711,"KADIAN 200 MG CAPSULE,EXTENDED RELEASE",200 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
46987041011,"KADIAN 10 MG CAPSULE,EXTENDED RELEASE",10 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
46987041211,"KADIAN 80 MG CAPSULE,EXTENDED RELEASE",80 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
47335053183,"TRAMADOL ER 100 MG TABLET,EXTENDED RELEASE 24HR MPHASE",100 mg,"Tablet, ER Multiphase 24 hr",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
47335053188,"TRAMADOL ER 100 MG TABLET,EXTENDED RELEASE 24HR MPHASE",100 mg,"Tablet, ER Multiphase 24 hr",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
47335053383,"TRAMADOL ER 200 MG TABLET,EXTENDED RELEASE 24HR MPHASE",200 mg,"Tablet, ER Multiphase 24 hr",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
47335053388,"TRAMADOL ER 200 MG TABLET,EXTENDED RELEASE 24HR MPHASE",200 mg,"Tablet, ER Multiphase 24 hr",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
47335053783,"TRAMADOL ER 300 MG TABLET,EXTENDED RELEASE 24HR MPHASE",300 mg,"Tablet, ER Multiphase 24 hr",Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
47335085983,"TRAMADOL ER 100 MG TABLET,EXTENDED RELEASE 24 HR",100 MG,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
47335086083,"TRAMADOL ER 200 MG TABLET,EXTENDED RELEASE 24 HR",200 MG,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
47335086183,"TRAMADOL ER 300 MG TABLET,EXTENDED RELEASE 24 HR",300 MG,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
47781019601,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
47781019605,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
47781022901,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
47781022905,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
47781022963,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
47781023001,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
47781023005,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
47781023063,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
47781026301,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
47781026305,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
47781026401,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
47781026405,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
47781026501,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
47781026505,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
47781042347,FENTANYL 12 MCG/HR TRANSDERM PATCH,12 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
47781042447,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
47781042647,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
47781042747,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
47781042847,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
49708041988,SYNALGOS-DC 356.4 MG-30 MG-16 MG CAPSULE,356.4-30-16 mg,Capsule,Oral,C-III,aspirin/caffein/dihydrocodeine,"OPIOID ANALGESIC, SALICYLATE, AND XANTHINE COMB.",ANALGESICS
49884013601,"OXYCODONE ER 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",10 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
49884013701,"OXYCODONE ER 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",20 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
49884013801,"OXYCODONE ER 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",40 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
49884019701,"OXYCODONE ER 80 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",80 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
49884045952,FENTANYL 200 MCG LOZENGE ON A HANDLE,200 MCG,Lozenge on a Handle,Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
49884045955,FENTANYL 200 MCG LOZENGE ON A HANDLE,200 MCG,Lozenge on a Handle,Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
49884046055,FENTANYL 400 MCG LOZENGE ON A HANDLE,400 MCG,Lozenge on a Handle,Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
49884046155,FENTANYL 600 MCG LOZENGE ON A HANDLE,600 MCG,Lozenge on a Handle,Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
49884046255,FENTANYL 800 MCG LOZENGE ON A HANDLE,800 MCG,Lozenge on a Handle,Buccal,C-II,fentanyl citrate,OPIOID ANALGESICS,ANALGESICS
49884066501,"MORPHINE ER 20 MG CAPSULE,EXTENDED RELEASE PELLETS",20 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
49884066601,"MORPHINE ER 30 MG CAPSULE,EXTENDED RELEASE PELLETS",30 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
49884067001,"MORPHINE ER 100 MG CAPSULE,EXTENDED RELEASE PELLETS",100 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
49884076178,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
49884076278,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
49884076378,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
49884076478,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
49884082111,"TRAMADOL ER 100 MG TABLET,EXTENDED RELEASE 24 HR",100 MG,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
49884082211,"TRAMADOL ER 200 MG TABLET,EXTENDED RELEASE 24 HR",200 MG,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
49884082311,"TRAMADOL ER 300 MG TABLET,EXTENDED RELEASE 24 HR",300 MG,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
49884083301,"MORPHINE ER 20 MG CAPSULE,EXTENDED RELEASE PELLETS",20 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
49884083401,"MORPHINE ER 30 MG CAPSULE,EXTENDED RELEASE PELLETS",30 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
49884083501,"MORPHINE ER 50 MG CAPSULE,EXTENDED RELEASE PELLETS",50 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
49884083601,"MORPHINE ER 60 MG CAPSULE,EXTENDED RELEASE PELLETS",60 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
49884083701,"MORPHINE ER 80 MG CAPSULE,EXTENDED RELEASE PELLETS",80 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
49884083801,"MORPHINE ER 100 MG CAPSULE,EXTENDED RELEASE PELLETS",100 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
49884094601,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
49884094605,TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50268040115,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50268040215,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50268040315,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50268040815,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50383007905,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML (5 ML) ORAL SOLUTION,120 mg-12 mg /5 mL (5 mL),Solution,Oral,C-V,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50383007906,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML (5 ML) ORAL SOLUTION,120 mg-12 mg /5 mL (5 mL),Solution,Oral,C-V,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50383007912,ACETAMINOPHEN 300 MG-CODEINE 30 MG/12.5 ML (12.5 ML) ORAL SOLN,300 mg-30 mg /12.5 mL,Solution,Oral,C-V,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50383007916,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML ORAL SOLN,120-12 mg/ 5ml,Solution,Oral,C-V,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50458009005,DURAGESIC 12 MCG/HR TRANSDERMAL PATCH,12 mcg/hr,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
50458009105,DURAGESIC 25 MCG/HR TRANSDERMAL PATCH,25 mcg/hr,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
50458009205,DURAGESIC 50 MCG/HR TRANSDERMAL PATCH,50 mcg/hr,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
50458009305,DURAGESIC 75 MCG/HR TRANSDERMAL PATCH,75 mcg/hr,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
50458009405,DURAGESIC 100 MCG/HR TRANSDERMAL PATCH,100 mcg/hr,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
50458051360,TYLENOL-CODEINE #3 300 MG-30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50458051380,TYLENOL-CODEINE #3 300 MG-30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50458051560,TYLENOL-CODEINE #4 300 MG-60 MG TABLET,300-60 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50458051570,TYLENOL-CODEINE #4 300 MG-60 MG TABLET,300-60 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50458065010,ULTRACET 37.5 MG-325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50458065060,ULTRACET 37.5 MG-325 MG TABLET,37.5-325 mg,Tablet,Oral,C-IV,tramadol HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50458065330,"ULTRAM ER 100 MG TABLET,EXTENDED RELEASE",100 mg,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
50458065530,"ULTRAM ER 200 MG TABLET,EXTENDED RELEASE",200 mg,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
50458065730,"ULTRAM ER 300 MG TABLET,EXTENDED RELEASE",300 mg,Tablet ER 24 hr,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
50458065960,ULTRAM 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
50458082002,NUCYNTA 50 MG TABLET,50 mg,Tablet,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458082004,NUCYNTA 50 MG TABLET,50 mg,Tablet,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458083002,NUCYNTA 75 MG TABLET,75 mg,Tablet,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458083004,NUCYNTA 75 MG TABLET,75 mg,Tablet,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458084002,NUCYNTA 100 MG TABLET,100 mg,Tablet,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458084004,NUCYNTA 100 MG TABLET,100 mg,Tablet,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458086001,"NUCYNTA ER 50 MG TABLET,EXTENDED RELEASE",50 mg,Tablet ER 12 hr,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458086101,"NUCYNTA ER 100 MG TABLET,EXTENDED RELEASE",100 mg,Tablet ER 12 hr,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458086201,"NUCYNTA ER 150 MG TABLET,EXTENDED RELEASE",150 mg,Tablet ER 12 hr,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458086301,"NUCYNTA ER 200 MG TABLET,EXTENDED RELEASE",200 mg,Tablet ER 12 hr,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50458086401,"NUCYNTA ER 250 MG TABLET,EXTENDED RELEASE",250 mg,Tablet ER 12 hr,Oral,C-II,tapentadol HCl,OPIOID ANALGESICS,ANALGESICS
50474090201,LORTAB 5 MG-500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50474090701,LORTAB 7.5 MG-500 MG TABLET,7.5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50474090750,LORTAB 7.5 MG-500 MG TABLET,7.5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50474090916,LORTAB ELIXIR 7.5 MG-500 MG/15 ML ORAL SOLUTION,7.5-500 mg/15 mL,Solution,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50474091001,LORTAB 10 MG-500 MG TABLET,10-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50474093001,LORTAB 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50474093101,LORTAB 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50474093201,LORTAB 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
50991057801,IBUDONE 5 MG-200 MG TABLET,5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
50991057901,IBUDONE 10 MG-200 MG TABLET,10-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
51021091030,XYLON 10 10 MG-200 MG TABLET,10-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
51021091090,XYLON 10 10 MG-200 MG TABLET,10-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
51079016120,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
51079077701,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
51079077721,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
51079077821,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
51079077920,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
51079077921,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
51079099101,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
51079099120,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
51079099156,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
51224010250,HYDROMORPHONE 8 MG TABLET,8 MG,Tablet,Oral,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
51224015550,MEPERIDINE 50 MG TABLET,50 mg,Tablet,Oral,C-II,meperidine HCl,OPIOID ANALGESICS,ANALGESICS
51224030010,CODEINE SULFATE 30 MG/5 ML ORAL SOLUTION,30 mg/5 mL,Solution,Oral,C-II,codeine sulfate,OPIOID ANALGESICS,ANALGESICS
51862018501,"MORPHINE ER 15 MG TABLET,EXTENDED RELEASE",15 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
51862018601,"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",30 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
51862018701,"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",60 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
51862018801,"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",100 MG,Tablet ER,Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
51862022701,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
